"address","area","baths","beds","buildingtype","latitude","longitude","neighborhood","price","borough","pricearea","coastdist"
"15 Louis Place",3000,4.5,5,"Multi-family",40.67739868,-73.917099,"Stuyvesant Heights",1095000,"brooklyn",365,4334.8100920786
"848 43rd Street #24",1100,1,3,"Co-op",40.64410019,-73.99849701,"Sunset Park",649500,"brooklyn",590.454545455,1673.22630977339
"36 Claver Place",4500,6,6,"Multi-family",40.68209839,-73.95770264,"Bedford-Stuyvesant",3095000,"brooklyn",687.777777778,2520.251722207
"185 Hall Street #511",663,1,1,"Co-op",40.69250107,-73.96520233,"Clinton Hill",510000,"brooklyn",769.230769231,1461.8002515468
"114 4th Place #4",1408,2,3,"Multi-family",40.677469,-73.997687,"Carroll Gardens",2199000,"brooklyn",1561.78977273,906.619011681544
"139 Powers Street",3600,1.5,3,"House",40.71239853,-73.94519806,"Williamsburg",2495000,"brooklyn",693.055555556,1302.66631036722
"38 Kossuth Place",3200,4,5,"Multi-family",40.69369888,-73.92669678,"Bushwick",1599000,"brooklyn",499.6875,3104.28528054879
"400 East 17th Street #711",750,1,1,"Co-op",40.64120102,-73.96279907,"Ditmas Park",475000,"brooklyn",633.333333333,3867.31170598351
"1 Quincy Street #3B",778,1,2,"Condo",40.68590164,-73.96140289,"Clinton Hill",724000,"brooklyn",930.59125964,2098.9107712284
"8 Downing Street #TH2",2128,2.5,3,"Condo",40.68560028,-73.96140289,"Clinton Hill",2399000,"brooklyn",1127.34962406,2121.7876545521
"2649 E 23rd Street #2C",969,1,2,"Condo",40.58769989,-73.94619751,"Sheepshead Bay",575000,"brooklyn",593.395252838,1243.76727738657
"2649 E 23st #3R",969,1,2,"Condo",40.58769989,-73.94619751,"Sheepshead Bay",535000,"brooklyn",552.115583075,1243.76727738657
"2649 E 23rd Street #1F",487,1,1,"Condo",40.58769989,-73.94619751,"Sheepshead Bay",315000,"brooklyn",646.81724846,1243.76727738657
"1935 East 52nd Street",1776,2.5,4,"Multi-family",40.61220169,-73.9240036,"Flatlands",795000,"brooklyn",447.635135135,2742.84546329702
"110 Cambridge Place #5B",780,1,1,"Other type",40.68379974,-73.96320343,"Clinton Hill",430000,"brooklyn",551.282051282,2193.94107484247
"72 87th Street",2787,2.5,4,"House",40.62409973,-74.03790283,"Fort Hamilton",2295000,"brooklyn",823.466092573,79.6385480022758
"56 Vernon Avenue #1",1467,1.5,1,"Condo",40.69430161,-73.94979858,"Bedford-Stuyvesant",899000,"brooklyn",612.815269257,1797.07463365145
"56 Vernon Avenue #4",897,1,2,"Condo",40.69430161,-73.94979858,"Bedford-Stuyvesant",799000,"brooklyn",890.746934225,1797.07463365145
"388 Bridge Street #PH46B",696,1,1,"Condo",40.6916008,-73.98560333,"Downtown Brooklyn",1200000,"brooklyn",1724.13793103,786.612701826648
"35 McDonald Avenue #PH5A",1796,2,2,"Condo",40.65420151,-73.98120117,"Windsor Terrace",1490000,"brooklyn",829.621380846,2364.5442717022
"72 Brighton 1st Ln",1554,2,4,"House",40.57699966,-73.96640015,"Brighton Beach",599000,"brooklyn",385.456885457,533.77579321806
"429 Kent Avenue #905",880,2,2,"Condo",40.70970154,-73.96779633,"Williamsburg",1395000,"brooklyn",1585.22727273,56.2098497783375
"9802 Foster Avenue",2390,2,5,"Multi-family",40.6487999,-73.90470123,"Canarsie",1e+06,"brooklyn",418.410041841,2045.08910053258
"6809 17th Avenue #2C",1275,2,3,"Condo",40.61840057,-73.99430084,"Bensonhurst",715000,"brooklyn",560.784313725,3186.37416691656
"987 E 95th Street",2665,2.5,4,"Multi-family",40.64599991,-73.90589905,"Canarsie",599999,"brooklyn",225.140337711,1930.35746779139
"787 East 34th Street",1880,2,4,"Townhouse",40.6371994,-73.94390106,"Northeast Flatbush",995000,"brooklyn",529.255319149,3876.71867235345
"321 Pacific Street",5042,7,4,"Townhouse",40.6875,-73.9878006,"Boerum Hill",5999000,"brooklyn",1189.80563269,922.635770546056
"347 Gates Avenue #1",1321,1.5,2,"Condo",40.686116,-73.953394,"Bedford-Stuyvesant",1095000,"brooklyn",828.917486752,2351.92453997439
"949 Pacific Street #1",1573,2.5,3,"Condo",40.68000031,-73.96279907,"Crown Heights",1749000,"brooklyn",1111.88811189,2496.87250497193
"2925 West 5th Street #8E",750,1,1,"Co-op",40.57770157,-73.97190094,"Coney Island",315000,"brooklyn",420,668.547706694558
"460 Neptune Avenue #17E",1000,1,2,"Co-op",40.57889938,-73.97109985,"Coney Island",405000,"brooklyn",405,782.160118481483
"1165 East 54th Street #1S",1200,2,3,"Co-op",40.62950134,-73.92369843,"Northeast Flatbush",285000,"brooklyn",237.5,2356.90556556442
"2485 Ocean Avenue #5A",1256,2,3,"Condo",40.60089874,-73.95149994,"Madison",828750,"brooklyn",659.832802548,2216.01201327824
"2455 Haring Street #4J",700,1,1,"Co-op",40.59280014,-73.93900299,"Sheepshead Bay",145000,"brooklyn",207.142857143,1144.65310136984
"2485 Ocean Avenue #7A",1135,2,3,"Condo",40.60089874,-73.95149994,"Madison",770500,"brooklyn",678.854625551,2216.01201327824
"338 Berry Street #PH",2574,3.5,4,"Condo",40.7120018,-73.96510315,"Williamsburg",4300000,"brooklyn",1670.55167055,130.888209420452
"299 Vanderbilt Avenue #1",3100,8,9,"Townhouse",40.68909836,-73.96880341,"Fort Greene",2899000,"brooklyn",935.161290323,1591.02469200831
"2485 Ocean Avenue #7B",1116,2,3,"Condo",40.60089874,-73.95149994,"Madison",745040,"brooklyn",667.598566308,2216.01201327824
"2485 Ocean Avenue #6A",1256,2,3,"Condo",40.60089874,-73.95149994,"Madison",841500,"brooklyn",669.984076433,2216.01201327824
"2485 Ocean Avenue #6B",1256,2,2,"Condo",40.60089874,-73.95149994,"Madison",823020,"brooklyn",655.270700637,2216.01201327824
"2485 Ocean Avenue #4B",1259,2,3,"Condo",40.60089874,-73.95149994,"Madison",798000,"brooklyn",633.836378078,2216.01201327824
"2485 Ocean Avenue #3B",1259,2,3,"Condo",40.60089874,-73.95149994,"Madison",769000,"brooklyn",610.802223987,2216.01201327824
"2485 Ocean Avenue #3A",1259,2,3,"Condo",40.60089874,-73.95149994,"Madison",803250,"brooklyn",638.006354249,2216.01201327824
"2485 Ocean Avenue #2B",1259,2,3,"Condo",40.60089874,-73.95149994,"Madison",779375,"brooklyn",619.042891183,2216.01201327824
"2485 Ocean Avenue #2A",1256,2,3,"Condo",40.60089874,-73.95149994,"Madison",781815,"brooklyn",622.464171975,2216.01201327824
"499 Quincy Street #2",935,2,2,"Condo",40.688219,-73.939683,"Stuyvesant Heights",649000,"brooklyn",694.117647059,2628.79811890292
"499 Quincy Street #1",1795,2,2,"Condo",40.688219,-73.939683,"Stuyvesant Heights",799000,"brooklyn",445.125348189,2628.79811890292
"1330 Herkimer Street",3500,3,7,"Multi-family",40.67720032,-73.90950012,"Ocean Hill",1299000,"brooklyn",371.142857143,4319.27554965559
"35 McDonald Avenue #PH5A",1796,2,2,"Condo",40.65420151,-73.98120117,"Windsor Terrace",1490000,"brooklyn",829.621380846,2364.5442717022
"610 Warren Street #2A",1424,2.5,3,"Condo",40.68130112,-73.98120117,"Boerum Hill",1900000,"brooklyn",1334.26966292,1557.24606062023
"278-286 North 6th Street #282/2A",701,1,1,"Condo",40.71440125,-73.95469666,"Williamsburg",999000,"brooklyn",1425.10699001,661.664629546899
"278-286 North 6th Street #286/2A",1787,3,3,"Condo",40.71440125,-73.95469666,"Williamsburg",2795000,"brooklyn",1564.07386682,661.664629546899
"278-286 North 6th Street #278/2A",1182,2,2,"Condo",40.71440125,-73.95469666,"Williamsburg",1699000,"brooklyn",1437.39424704,661.664629546899
"2961 Brighton 3rd Street #1A",1100,2,2,"Condo",40.57939911,-73.96489716,"Brighton Beach",560000,"brooklyn",509.090909091,762.527825860959
"2961 Brighton 3rd Street #5A",1200,2,3,"Condo",40.57939911,-73.96489716,"Brighton Beach",720000,"brooklyn",600,762.527825860959
"565 47th Street",2040,3,5,"Multi-family",40.64590073,-74.00679779,"Sunset Park",1389999,"brooklyn",681.372058824,1119.28074772505
"9806 Glenwood Rd",1440,3,4,"Multi-family",40.64569855,-73.90110016,"Canarsie",565000,"brooklyn",392.361111111,1689.07132635491
"184 Kent Avenue #A402",839,2,2,"Condo",40.71860123,-73.96459961,"Williamsburg",1386000,"brooklyn",1651.96662694,85.4180087454529
"184 Kent Avenue #A309",990,2,2,"Condo",40.71860123,-73.96459961,"Williamsburg",1575000,"brooklyn",1590.90909091,85.4180087454529
"245 16th Street #6",1270,1,1.5,"Condo",40.66439819,-73.98829651,"Park Slope",865000,"brooklyn",681.102362205,1935.55104123303
"120 Hart Street #1",2118,2.5,2,"Condo",40.69309998,-73.94680023,"Bedford-Stuyvesant",945000,"brooklyn",446.175637394,2000.91618067054
"184 Kent Avenue #A414",712,1,1,"Condo",40.71860123,-73.96459961,"Williamsburg",987000,"brooklyn",1386.23595506,85.4180087454529
"184 Kent Avenue #D514",630,1,1,"Condo",40.71860123,-73.96459961,"Williamsburg",934500,"brooklyn",1483.33333333,85.4180087454529
"429 Kent Avenue #730",722,1,1,"Condo",40.70970154,-73.96779633,"Williamsburg",1060000,"brooklyn",1468.14404432,56.2098497783375
"1818 Newkirk Avenue #5R",1050,1,2,"Co-op",40.63660049,-73.96019745,"Ditmas Park",669000,"brooklyn",637.142857143,4196.26010251511
"2542 East 2nd Street",1835,2.5,3,"Multi-family",40.58750153,-73.96800232,"Gravesend",1100000,"brooklyn",599.455040872,1628.37628730443
"2034 Batchelder Street",1455,2.5,3,"House",40.60210037,-73.9394989,"Homecrest",729000,"brooklyn",501.030927835,2050.34527135798
"561 East 31st Street",3000,4,7,"Multi-family",40.63710022,-73.9469986,"Flatbush",999000,"brooklyn",333,4094.37605973626
"861 Lafayette Avenue",3600,4.5,7,"Multi-family",40.69161,-73.938184,"Stuyvesant Heights",2275000,"brooklyn",631.944444444,2505.42188628457
"1213 Avenue Z #B1",975,1,1,"Co-op",40.58840179,-73.95749664,"Sheepshead Bay",309900,"brooklyn",317.846153846,1600.64760403037
"610 Warren Street #5D",714,1,1,"Condo",40.68130112,-73.98120117,"Boerum Hill",1e+06,"brooklyn",1400.56022409,1557.24606062023
"431 Avenue P #504",1691,3,2,"Condo",40.60929871,-73.97129822,"Ocean Parkway",1317695,"brooklyn",779.240094619,3659.80923081239
"143 Martense Street",2144,3,5,"Multi-family",40.65169907,-73.95420074,"Flatbush",1400000,"brooklyn",652.985074627,4429.74389251208
"1275 East 4th Street",4928,5.5,6,"Multi-family",40.61970139,-73.97170258,"Ocean Parkway",1799000,"brooklyn",365.056818182,4234.74537648075
"440 Neptune Avenue #15A",750,1,1,"Co-op",40.5788002,-73.96990204,"Coney Island",399000,"brooklyn",532,758.313443417008
"988 East 95th Street",1562,2,5,"House",40.64580154,-73.90630341,"Canarsie",550000,"brooklyn",352.112676056,1938.96954066583
"214 North 11th Street #5M",694,1,1,"Condo",40.71849823,-73.95320129,"Williamsburg",880000,"brooklyn",1268.01152738,597.866833613432
"56 Vernon Avenue #3",897,1,2,"Condo",40.69430161,-73.94979858,"Bedford-Stuyvesant",750000,"brooklyn",836.120401338,1797.07463365145
"8729 17th Avenue #2B",829,2,2,"Condo",40.605844,-74.007324,"Bath Beach",588888,"brooklyn",710.35946924,988.406338264745
"116-08 Sutter Avenue",1304,3,3,"Multi-family",40.66600037,-73.91729736,"Brownsville",495000,"brooklyn",379.601226994,3706.07216169946
"22 North 6th Street, #6K",933,2,2,"Condo",40.71969986,-73.96219635,"Williamsburg",1250000,"brooklyn",1339.7642015,16.8361837450459
"184 Kent Avenue #C414",1156,2,2,"Condo",40.71860123,-73.96459961,"Williamsburg",2105000,"brooklyn",1820.93425606,85.4180087454529
"184 Kent Avenue #B209",1204,2,1,"Condo",40.71860123,-73.96459961,"Williamsburg",1811000,"brooklyn",1504.15282392,85.4180087454529
"1536 Sheepshead Bay Road #PH28D",1366,2,2,"Condo",40.5862999,-73.95339966,"Sheepshead Bay",1320000,"brooklyn",966.325036603,1336.43491294885
"184 Kent Avenue #B208",1103,2,2,"Condo",40.71860123,-73.96459961,"Williamsburg",2189500,"brooklyn",1985.04079782,85.4180087454529
"108 Neptune Avenue #3D",1022,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",590000,"brooklyn",577.299412916,963.248156073136
"14 1st Place",3100,4,4.5,"Multi-family",40.68099976,-74.00039673,"Carroll Gardens",3200000,"brooklyn",1032.25806452,576.814054520869
"716 New Lots Avenue",3800,6,7,"Multi-family",40.66559982,-73.88379669,"East New York",825000,"brooklyn",217.105263158,2709.00042809244
"282 Cornelia Street",2000,3,6,"Multi-family",40.69409943,-73.91130066,"Bushwick",9e+05,"brooklyn",450,4007.2687013921
"429 Kent Avenue #812",1340,2.5,2,"Condo",40.70970154,-73.96779633,"Williamsburg",1875000,"brooklyn",1399.25373134,56.2098497783375
"870 E16th Street #1",1791,2.5,4,"Condo",40.62829971,-73.9611969,"Midwood",759000,"brooklyn",423.78559464,4478.85209461448
"188 Jamaica Avenue",1140,1.5,1,"House",40.68009949,-73.89299774,"East New York",599000,"brooklyn",525.438596491,4262.98802134056
"120 Oceana Drive W #5G",1888,3,4,"Condo",40.57590103,-73.95880127,"Brighton Beach",1988000,"brooklyn",1052.96610169,334.376095089276
"2952 Brighton 3rd Street #3",1200,2,3,"Condo",40.57949829,-73.96530151,"Brighton Beach",746000,"brooklyn",621.666666667,777.311299550921
"979 Bay Ridge Pkwy",1666,2,3,"House",40.62480164,-74.01429749,"Dyker Heights",1149000,"brooklyn",689.675870348,1708.624133507
"2952 Brighton 3rd Street #2",1100,2,2,"Condo",40.57949829,-73.96530151,"Brighton Beach",596000,"brooklyn",541.818181818,777.311299550921
"100 Jay Street #7G",1192,2,2,"Condo",40.702283,-73.986935,"DUMBO",1495000,"brooklyn",1254.19463087,59.3829605153618
"50 Greenpoint Avenue #5F",887,2,2,"Condo",40.72940063,-73.95899963,"Greenpoint",1150000,"brooklyn",1296.50507328,20.5299185314589
"50 Greenpoint Avenue #4E",606,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",730000,"brooklyn",1204.62046205,20.5299185314589
"50 Greenpoint Avenue #3H",1246,2,3,"Condo",40.72940063,-73.95899963,"Greenpoint",1550000,"brooklyn",1243.98073836,20.5299185314589
"50 Greenpoint Avenue #3D",1266,2.5,2,"Condo",40.72940063,-73.95899963,"Greenpoint",1550000,"brooklyn",1224.328594,20.5299185314589
"50 Greenpoint Avenue #3F",622,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",750000,"brooklyn",1205.78778135,20.5299185314589
"50 Greenpoint Avenue #2C",1036,2,2,"Condo",40.72940063,-73.95899963,"Greenpoint",1325000,"brooklyn",1278.95752896,20.5299185314589
"50 Greenpoint Avenue #3B",715,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",910000,"brooklyn",1272.72727273,20.5299185314589
"50 Greenpoint Avenue #2J",710,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",795000,"brooklyn",1119.71830986,20.5299185314589
"50 Greenpoint Avenue #3A",683,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",885000,"brooklyn",1295.75402635,20.5299185314589
"1536 Sheepshead Bay Road #27C",1183,2,2,"Condo",40.5862999,-73.95339966,"Sheepshead Bay",1145000,"brooklyn",967.878275571,1336.43491294885
"50 Greenpoint Avenue #2F",723,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",810000,"brooklyn",1120.33195021,20.5299185314589
"108 Neptune Avenue #3C",1017,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",590000,"brooklyn",580.137659784,963.248156073136
"108 Neptune Avenue #7G",1030,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",640000,"brooklyn",621.359223301,963.248156073136
"108 Neptune Avenue #6B",1057,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",620000,"brooklyn",586.565752129,963.248156073136
"108 Neptune Avenue #6C",1187,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",655000,"brooklyn",551.811288964,963.248156073136
"108 Neptune Avenue #5G",1339,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",750000,"brooklyn",560.119492158,963.248156073136
"108 Neptune Avenue #5I",1146,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",665000,"brooklyn",580.279232112,963.248156073136
"108 Neptune Avenue #6E",1157,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",675000,"brooklyn",583.405358686,963.248156073136
"476 Hancock Street #3",1465,2.5,3,"Condo",40.683881,-73.936186,"Stuyvesant Heights",1250000,"brooklyn",853.242320819,3075.72196008241
"476A Hancock Street #3",1465,2.5,3,"Condo",40.68389893,-73.936203,"Stuyvesant Heights",1250000,"brooklyn",853.242320819,3073.75746183983
"476A Hancock Street #1",1423,1,2,"Condo",40.68389893,-73.936203,"Stuyvesant Heights",980000,"brooklyn",688.685874912,3073.75746183983
"476A Hancock Street #2",1678,2,3,"Condo",40.68389893,-73.936203,"Stuyvesant Heights",1100000,"brooklyn",655.542312277,3073.75746183983
"33 Dank Court",2800,3,6,"Multi-family",40.58670044,-73.97319794,"Gravesend",1100000,"brooklyn",392.857142857,1605.6204855587
"935 Pacific Street #201",850,2,2,"Condo",40.68030167,-73.96330261,"Crown Heights",1149000,"brooklyn",1351.76470588,2455.94610920749
"108 Neptune Avenue #5F",1147,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",660000,"brooklyn",575.414123801,963.248156073136
"108 Neptune Avenue #4K",1015,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",580000,"brooklyn",571.428571429,963.248156073136
"108 Neptune Avenue #4M",1180,1,2,"Condo",40.582189,-73.957437,"Brighton Beach",660000,"brooklyn",559.322033898,963.248156073136
"139 Powers Street",3600,1.5,3,"House",40.71239853,-73.94519806,"Williamsburg",2495000,"brooklyn",693.055555556,1302.66631036722
"1546 Saint Marks Avenue",3000,4,6,"Multi-family",40.67309952,-73.91609955,"Crown Heights",978000,"brooklyn",326,4200.91224111129
"716 Avenue C",4320,5,12,"Multi-family",40.64089966,-73.97170258,"Kensington",1848000,"brooklyn",427.777777778,3354.4206786138
"2678 Ocean Avenue #6G",850,1,1,"Co-op",40.59609985,-73.95120239,"Homecrest",255000,"brooklyn",300,1933.26829324437
"264 Stagg Street",2500,3,7,"Multi-family",40.70970154,-73.93849945,"East Williamsburg",1250000,"brooklyn",500,1802.70798804344
"458 Neptune Avenue #10B",950,1,2,"Co-op",40.57889938,-73.97109985,"Coney Island",399000,"brooklyn",420,782.160118481483
"1269 38th Street",2800,4.5,5,"Multi-family",40.64160156,-73.98590088,"Borough Park",1300000,"brooklyn",464.285714286,2504.28438207512
"1679 East 19th Street #3C",1672,2,3,"Condo",40.60910034,-73.95420074,"Homecrest",899000,"brooklyn",537.679425837,2958.10582175998
"737 Lexington Avenue #2",853,1,2,"Condo",40.690128,-73.931583,"Stuyvesant Heights",665000,"brooklyn",779.6014068,2946.4335920862
"1679 East 19th Street #2B",1530,2,3,"Condo",40.60910034,-73.95420074,"Homecrest",859000,"brooklyn",561.437908497,2958.10582175998
"550 Vanderbilt Avenue #1318",646,1,1,"Condo",40.680227,-73.96796,"Prospect Heights",967000,"brooklyn",1496.90402477,2287.39809099388
"550 Vanderbilt Avenue #602",637,1,1,"Condo",40.680227,-73.96796,"Prospect Heights",875000,"brooklyn",1373.62637363,2287.39809099388
"610 Warren Street #PHC",1608,2.5,3,"Condo",40.68130112,-73.98120117,"Boerum Hill",2350000,"brooklyn",1461.44278607,1557.24606062023
"90 Furman Street #N411",3550,2.5,4,"Condo",40.702145,-73.995251,"Brooklyn Heights",6240000,"brooklyn",1757.74647887,350.022971118468
"355 Kings Highway #5F",1867,2.5,3,"Condo",40.60499954,-73.97689819,"Gravesend",979000,"brooklyn",524.370648099,2953.33146701215
"4019 10th Avenue",4000,6,7,"Multi-family",40.64360046,-73.9937973,"Borough Park",1099000,"brooklyn",274.75,1965.57220930831
"2906 86th Street",2520,2.5,5,"Multi-family",40.59090042,-73.97619629,"Gravesend",1198000,"brooklyn",475.396825397,1928.35036679101
"550 Vanderbilt Avenue #715",742,1,1,"Condo",40.680227,-73.96796,"Prospect Heights",1085000,"brooklyn",1462.26415094,2287.39809099388
"550 Vanderbilt Avenue #619",653,1,1,"Condo",40.680227,-73.96796,"Prospect Heights",917000,"brooklyn",1404.28790199,2287.39809099388
"1925 Stillwell Avenue",1600,6.5,12,"Multi-family",40.59970093,-73.98549652,"Gravesend",1499000,"brooklyn",936.875,1807.710934656
"2626 Homecrest #V1",800,1,1,"Co-op",40.58729935,-73.95739746,"Sheepshead Bay",215000,"brooklyn",268.75,1486.53351384418
"1953 East 24th Street",1288,1.5,3,"House",40.60319901,-73.94809723,"Madison",1089000,"brooklyn",845.49689441,2279.77938937481
"550 Vanderbilt Avenue #510",841,1.5,1,"Condo",40.680227,-73.96796,"Prospect Heights",1090000,"brooklyn",1296.07609988,2287.39809099388
"1187 Halsey Street",2200,2,4,"Multi-family",40.69110107,-73.91010284,"Bushwick",1100000,"brooklyn",500,4190.79629624588
"141 Conselyea Street",2092,3,6,"Multi-family",40.7154007,-73.94539642,"Williamsburg",2500000,"brooklyn",1195.02868069,1178.74689994115
