"address","area","baths","beds","buildingtype","latitude","longitude","neighborhood","price","borough","pricearea","coastdist"
"205 Water Street #5K",1357,2,3,"Condo",40.70360184,-73.98590088,"DUMBO",1929000,"brooklyn",1421.51805453,122.403509786392
"2373 East 14th Street",1750,2,4,"House",40.59249878,-73.9559021,"Homecrest",749999,"brooklyn",428.570857143,1934.68968155504
"54 Monitor Street #4F",584,1,1,"Condo",40.720982,-73.941569,"Williamsburg",769000,"brooklyn",1316.78082192,1305.70330758442
"25 Cove Ln #3B",990,2,2,"Condo",40.62509918,-73.90879822,"Bergen Beach",480000,"brooklyn",484.848484848,1251.14179974679
"51 Jay Street #1D",2251,3.5,4,"Condo",40.70339966,-73.98629761,"DUMBO",2995000,"brooklyn",1330.51976899,121.277947990447
"278-286 North 6th Street #286/2A",1787,3,3,"Condo",40.71440125,-73.95469666,"Williamsburg",2795000,"brooklyn",1564.07386682,661.664629546899
"664 Decatur Street",2613,2.5,4,"Multi-family",40.683165,-73.916197,"Ocean Hill",1150000,"brooklyn",440.107156525,4124.21133776465
"1 Northside Piers #4C",737,1,1,"Condo",40.71920013,-73.96420288,"Williamsburg",880000,"brooklyn",1194.02985075,84.120127196055
"6401 15th Avenue",1663,3,4,"Multi-family",40.62369919,-73.99629974,"Borough Park",1349000,"brooklyn",811.184606133,2795.44132273966
"1648 71st Street",1200,1.5,3,"House",40.61759949,-73.99729919,"Bensonhurst",758000,"brooklyn",631.666666667,2923.47479023096
"9701 Shore Road #3K",900,1,1,"Co-op",40.61500168,-74.03720093,"Fort Hamilton",385000,"brooklyn",427.777777778,46.4143477578598
"608 Saint John's Place",2430,3,10,"Multi-family",40.67229843,-73.95829773,"Crown Heights",2200000,"brooklyn",905.349794239,3233.74453350334
"79 Bridge Street #5A",1384,2,2,"Condo",40.702039,-73.984721,"Vinegar Hill",1795000,"brooklyn",1296.96531792,38.469237992322
"340 58th Street",2685,4,8,"Multi-family",40.64250183,-74.01850128,"Sunset Park",1488000,"brooklyn",554.189944134,640.409006700351
"21 Garfield Place",2980,4.5,5,"Multi-family",40.67549896,-73.98339844,"Park Slope",2850000,"brooklyn",956.375838926,1728.46256746201
"214 North 11th Street #1N",1257,1.5,1.5,"Condo",40.718631,-73.953403,"Williamsburg",1080000,"brooklyn",859.188544153,580.887331383537
"360 Bedford Avenue",2500,2,3,"Multi-family",40.71210098,-73.96309662,"Williamsburg",2750000,"brooklyn",1100,246.800014151065
"50 Greenpoint Avenue #4J",711,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",875000,"brooklyn",1230.66104079,20.5299185314589
"50 Greenpoint Avenue #4B",715,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",925000,"brooklyn",1293.70629371,20.5299185314589
"50 Greenpoint Avenue #4C",1024,2,3,"Condo",40.72940063,-73.95899963,"Greenpoint",1375000,"brooklyn",1342.7734375,20.5299185314589
"50 Greenpoint Avenue #3C",1246,2,3,"Condo",40.72940063,-73.95899963,"Greenpoint",1575000,"brooklyn",1264.04494382,20.5299185314589
"319 Winthrop Street",3420,4,7,"Multi-family",40.65739822,-73.94950104,"Prospect Lefferts Gardens",1148000,"brooklyn",335.67251462,4418.70228218798
"171 Columbia Heights #4D",1046,2,2,"Condo",40.697363,-73.99678,"Brooklyn Heights",1865000,"brooklyn",1782.98279159,58.4797910173355
"323 20th Street #3",1064,2,2,"Condo",40.66019821,-73.9897995,"Greenwood",999000,"brooklyn",938.909774436,1749.98335486002
"1589 Independence Avenue",992,1.5,2,"House",40.60340118,-74.01450348,"Bath Beach",725000,"brooklyn",730.846774194,382.268552332764
"535 Dean Street #809",1845,2,3,"Condo",40.6814003,-73.97170258,"Prospect Heights",1995000,"brooklyn",1081.30081301,2059.6454597054
"168 Metropolitan Avenue",4000,3,5,"Multi-family",40.71549988,-73.96160126,"Williamsburg",2350000,"brooklyn",587.5,209.064651651861
"1665 83rd Street",2000,2.5,5,"Multi-family",40.61090088,-74.00379944,"Bensonhurst",1298000,"brooklyn",649,1771.37614518396
"255 Eastern Parkway #C5",630,1,1,"Condo",40.67112,-73.959797,"Crown Heights",580000,"brooklyn",920.634920635,3212.0603537444
"596 East 7th Street",4007,4,5,"Multi-family",40.6371994,-73.97170258,"Kensington",1600000,"brooklyn",399.30122286,3506.1088620588
"263 67th Street",1176,2,2,"House",40.63819885,-74.02570343,"Bay Ridge",748000,"brooklyn",636.054421769,532.930615717632
"3150 Whitney Avenue",1078,1.5,3,"House",40.59759903,-73.93240356,"Homecrest",608000,"brooklyn",564.00742115,1548.69702386621
"125 N 10th Street #S2H",807,1,1,"Condo",40.72019958,-73.95649719,"Williamsburg",899000,"brooklyn",1114.00247831,337.902081935138
"61 Oliver Street #2S",635,1,1,"Co-op",40.61999893,-74.03829956,"Fort Hamilton",275000,"brooklyn",433.070866142,114.175765361788
"1170 Putnam Avenue",2546,3.5,5,"Multi-family",40.68980026,-73.91670227,"Bushwick",1390000,"brooklyn",545.954438335,3845.94806811068
"233 Kent Avenue #2",1173,2,2,"Condo",40.71659851,-73.96530151,"Williamsburg",1350000,"brooklyn",1150.89514066,52.5138842564404
"143 Martense Street",2144,3,5,"Multi-family",40.65169907,-73.95420074,"Flatbush",1400000,"brooklyn",652.985074627,4429.74389251208
"448 Neptune Avenue #20F",875,1,2,"Co-op",40.5788002,-73.96990204,"Coney Island",389000,"brooklyn",444.571428571,758.313443417008
"21 Milford Street",1728,2,3,"House",40.67910004,-73.87799835,"East New York",559000,"brooklyn",323.49537037,3854.07184572501
"193 Kosciuszko Street",2700,3,5,"Multi-family",40.69129944,-73.94730377,"Bedford-Stuyvesant",1225000,"brooklyn",453.703703704,2114.99094150629
"1108 Dekalb Avenue",1340,2,3,"House",40.69369888,-73.93009949,"Stuyvesant Heights",999000,"brooklyn",745.52238806,2901.4063207416
"1228 Saint Marks Avenue",3240,3,6,"Multi-family",40.6739006,-73.92900085,"Weeksville",1100000,"brooklyn",339.50617284,4109.10846712888
"177 33rd Street",1200,1.5,2,"House",40.65579987,-74.00209808,"Greenwood",990000,"brooklyn",825,985.682696598168
"367 Weirfield Street,",3300,4,7,"Multi-family",40.69540024,-73.90730286,"Bushwick",1499000,"brooklyn",454.242424242,4196.99186673177
"3808 Sea Gate Avenue #1A",1950,3.5,3,"Condo",40.57540131,-74.00550079,"Seagate",698000,"brooklyn",357.948717949,223.453243880915
"150 Oceana Drive West #PH1",1776,2.5,3,"Condo",40.57630157,-73.95890045,"Brighton Beach",1549000,"brooklyn",872.184684685,376.561357980883
"1773 West 12th Street",1680,2,4,"House",40.60359955,-73.98429871,"Gravesend",1118000,"brooklyn",665.476190476,2232.64739017065
"224 Richardson Street #1A",1171,1.5,1,"Condo",40.71889877,-73.94219971,"Williamsburg",1175000,"brooklyn",1003.41588386,1281.47211550877
"1111 East 72nd Street #10",400,2.5,2,"Condo",40.62749863,-73.91600037,"Bergen Beach",385000,"brooklyn",962.5,1788.90407843555
"30 Main Street #2B",3058,3.5,4,"Condo",40.70299911,-73.9910965,"DUMBO",3695000,"brooklyn",1208.30608241,262.845559894265
"58 Metropolitan Avenue #2/3C",2438,4,4,"Condo",40.71699905,-73.96499634,"Williamsburg",3749000,"brooklyn",1537.73584906,49.2718474124089
"2075 Pacific Street",1800,2.5,4,"Multi-family",40.67620087,-73.91860199,"Crown Heights",849900,"brooklyn",472.166666667,4331.94889389876
"1975 West 12th Street",1000,2.5,5,"Multi-family",40.59880066,-73.98349762,"Gravesend",1399000,"brooklyn",1399,1906.72794784398
"5902 Avenue T",1865,2.5,3,"House",40.6155014,-73.91760254,"Old Mill Basin",749000,"brooklyn",401.608579088,2016.64828029602
"319 Pacific Street",5122,7,5,"Townhouse",40.6875,-73.9878006,"Boerum Hill",5999000,"brooklyn",1171.22217884,922.635770546056
"1349 E 8",2400,3.5,4,"House",40.61619949,-73.96620178,"Ocean Parkway",1550000,"brooklyn",645.833333333,3903.80193514138
"163 Kensington Street",5720,3.5,3,"House",40.57920074,-73.9417038,"Manhattan Beach",2750000,"brooklyn",480.769230769,397.886533919151
"1118 Avenue Z #1R",1929,3,4,"Condo",40.58729935,-73.95880127,"Sheepshead Bay",849000,"brooklyn",440.124416796,1502.5670652283
"100 Summit Street #1",1930,2.5,3,"Condo",40.68199921,-74.00330353,"Columbia St Waterfront District",1950000,"brooklyn",1010.3626943,376.65048442607
"361 97th Street",3500,6,6,"Multi-family",40.61520004,-74.03240204,"Fort Hamilton",1650000,"brooklyn",471.428571429,370.513367426998
"409 Avenue C #1C",800,1.5,1,"Co-op",40.64080048,-73.97540283,"Kensington",425000,"brooklyn",531.25,3144.42684311821
"774 Troy Avenue",3084,2.5,8,"House",40.65439987,-73.93669891,"Northeast Flatbush",839000,"brooklyn",272.049286641,3954.76926731862
"664 Lafayette Avenue #3",894,2,2,"Condo",40.690508,-73.947788,"Bedford-Stuyvesant",899000,"brooklyn",1005.59284116,2164.02726778436
"230 Jay Street #6F",675,1,1,"Co-op",40.697736,-73.98701,"Downtown Brooklyn",475000,"brooklyn",703.703703704,282.983058993688
"538 Clinton Street",3950,4,4,"Multi-family",40.67770004,-74.0007019,"Carroll Gardens",3500000,"brooklyn",886.075949367,743.38693404035
"22 North 6th Street #15J",930,2,2,"Condo",40.720213,-73.963466,"Williamsburg",1288000,"brooklyn",1384.94623656,77.9949158302492
"2942 West 5th Street #9",1150,1.5,2,"Co-op",40.57740021,-73.97380066,"Coney Island",389000,"brooklyn",338.260869565,659.360909954922
"171 Columbia Heights #9C",585,1,1,"Condo",40.697363,-73.99678,"Brooklyn Heights",1260000,"brooklyn",2153.84615385,58.4797910173355
"49 86th Street",2193,2,4,"House",40.62549973,-74.03839874,"Bay Ridge",1298000,"brooklyn",591.883264934,24.0004586898389
"1 Northside Piers #PH3",1763,3,3,"Condo",40.71921,-73.963895,"Williamsburg",2895000,"brooklyn",1642.08735111,66.1362134637848
"171 Columbia Heights #10",5000,4.5,5,"Condo",40.697363,-73.99678,"Brooklyn Heights",11650000,"brooklyn",2330,58.4797910173355
"496 Central Avenue",2925,4,8,"Multi-family",40.69139862,-73.91390228,"Bushwick",1299999,"brooklyn",444.444102564,3953.13210401012
"247 East 93rd Street",3600,3,9,"Multi-family",40.65980148,-73.92359924,"Brownsville",724000,"brooklyn",201.111111111,3591.33138598678
"460 Manhattan Avenue #3B",1066,2,2,"Condo",40.72019958,-73.94740295,"Greenpoint",1249000,"brooklyn",1171.66979362,897.812680332564
"243 78th Street #1H",850,1,1,"Co-op",40.62979889,-74.0298996,"Bay Ridge",399999,"brooklyn",470.587058824,549.259678887995
"601 Surf Avenue #6N",750,1,1,"Condo",40.57580185,-73.97450256,"Coney Island",410000,"brooklyn",546.666666667,503.561720669338
"82 Central Avenue",3900,4,7,"Multi-family",40.70080185,-73.93019867,"Bushwick",1929000,"brooklyn",494.615384615,2630.03954576851
"516 Classon Avenue #3B",830,1,1,"Condo",40.68249893,-73.95890045,"Clinton Hill",779000,"brooklyn",938.554216867,2446.9133708782
"9801 Shore Rd #4J",1000,2,2,"Co-op",40.61449814,-74.03700256,"Fort Hamilton",599000,"brooklyn",599,59.3324207578645
"50 Greenpoint Avenue #4H",1026,2,2,"Condo",40.72940063,-73.95899963,"Greenpoint",1400000,"brooklyn",1364.52241715,20.5299185314589
"258 N 9th Street #2",1336,2,2,"Condo",40.71659851,-73.95339966,"Williamsburg",1649000,"brooklyn",1234.28143713,656.95452899571
"110 Shore Boulevard #1C",700,1,1,"Co-op",40.58140182,-73.95339966,"Manhattan Beach",268000,"brooklyn",382.857142857,836.456829776299
"1749 Linden Boulevard",1760,3,5,"Multi-family",40.65779877,-73.89779663,"East New York",669000,"brooklyn",380.113636364,2382.78686021587
"419 Herkimer Street #4F",722,1,2,"Condo",40.67919922,-73.9394989,"Bedford-Stuyvesant",749000,"brooklyn",1037.39612188,3349.41837474285
"419 Herkimer Street #3R",619,1,1.5,"Condo",40.67919922,-73.9394989,"Bedford-Stuyvesant",625000,"brooklyn",1009.69305331,3349.41837474285
"257 Halsey Street",2100,3,6,"Multi-family",40.68270111,-73.94280243,"Bedford-Stuyvesant",1300000,"brooklyn",619.047619048,2959.5827727737
"829 Putnam Avenue",4075,4,10,"Multi-family",40.6867981,-73.92829895,"Stuyvesant Heights",2599000,"brooklyn",637.791411043,3272.11440512301
"419 Herkimer Street #2F",596,1,1,"Condo",40.67919922,-73.9394989,"Bedford-Stuyvesant",549000,"brooklyn",921.140939597,3349.41837474285
"664 Lafayette Avenue #2",894,1.5,2,"Condo",40.690508,-73.947788,"Bedford-Stuyvesant",875000,"brooklyn",978.747203579,2164.02726778436
"363 Hancock Street",3024,3,5,"Multi-family",40.68370056,-73.94180298,"Bedford-Stuyvesant",1800000,"brooklyn",595.238095238,2908.28935906114
"38 Aberdeen Street",2100,2,6,"Multi-family",40.68180084,-73.90599823,"Bushwick",899000,"brooklyn",428.095238095,4678.3622775047
"2833 Batchelder Street #1",2640,3,4,"Condo",40.58449936,-73.93579865,"Sheepshead Bay",1e+06,"brooklyn",378.787878788,534.215244475809
"104 6th Avenue",3752,8,8,"Multi-family",40.67910004,-73.97570038,"Park Slope",3725000,"brooklyn",992.803837953,1965.58265248211
"70 Washington Street #4T",915,1,1,"Condo",40.702029,-73.989844,"DUMBO",1095000,"brooklyn",1196.72131148,144.349939836999
"246 Quincy Street #B",1258,2.5,2,"Condo",40.68659973,-73.95159912,"Bedford-Stuyvesant",1075000,"brooklyn",854.53100159,2367.57877196492
"143 Martense Street",2144,3,5,"Multi-family",40.65169907,-73.95420074,"Flatbush",1400000,"brooklyn",652.985074627,4429.74389251208
"432 Lexington Avenue",3240,3,7,"Multi-family",40.6882019,-73.94380188,"Bedford-Stuyvesant",1690000,"brooklyn",521.604938272,2477.05263205581
"444 Humboldt Street #3",1070,2,2.5,"Condo",40.71730042,-73.94300079,"Williamsburg",1095000,"brooklyn",1023.36448598,1254.03286588315
"584 Carroll Street",2100,3,4,"Multi-family",40.67549896,-73.98290253,"Park Slope",2295000,"brooklyn",1092.85714286,1753.21851790368
"2373 Ocean Pkwy #3",800,1,1,"Co-op",40.59149933,-73.96440125,"Sheepshead Bay",289000,"brooklyn",361.25,1996.94485589852
"770 Putnam Avenue PHSOUTH",1494,2.5,3,"Condo",40.68600082,-73.93099976,"Stuyvesant Heights",999000,"brooklyn",668.674698795,3166.86621495545
"247 Driggs Avenue #2D",914,2,2,"Condo",40.72249985,-73.94779968,"Greenpoint",1096000,"brooklyn",1199.12472648,846.426137136572
"495 Lake Street",1144,2,4,"Multi-family",40.59170151,-73.97480011,"Gravesend",1299000,"brooklyn",1135.48951049,2100.63808173831
"247 Driggs Avenue #4D",914,2,2,"Condo",40.72249985,-73.94779968,"Greenpoint",1184700,"brooklyn",1296.17067834,846.426137136572
"247 Driggs Avenue #3A",592,1,1,"Condo",40.72249985,-73.94779968,"Greenpoint",766500,"brooklyn",1294.76351351,846.426137136572
"247 Driggs Avenue #4A",592,1,1,"Condo",40.72249985,-73.94779968,"Greenpoint",790000,"brooklyn",1334.45945946,846.426137136572
"247 Driggs Avenue #4C",609,1,1,"Condo",40.72249985,-73.94779968,"Greenpoint",806500,"brooklyn",1324.30213465,846.426137136572
"247 Driggs Avenue #2C",609,1,1,"Condo",40.72249985,-73.94779968,"Greenpoint",730800,"brooklyn",1200,846.426137136572
"370 Gates Avenue #2",1151,2,2,"Condo",40.68600082,-73.9516983,"Bedford-Stuyvesant",999000,"brooklyn",867.940920938,2413.74006403107
"444 Neptune Avenue #7E",950,1,2,"Condo",40.5788002,-73.96990204,"Coney Island",399000,"brooklyn",420,758.313443417008
"12 Hausman Street",1440,2,3,"House",40.7242012,-73.93840027,"Greenpoint",1180000,"brooklyn",819.444444444,1499.56971894693
"770 Putnam Avenue #GARDEN",1902,1,2,"Condo",40.68600082,-73.93099976,"Stuyvesant Heights",999000,"brooklyn",525.23659306,3166.86621495545
"737 Lexington Avenue #1",1230,2,3,"Condo",40.690128,-73.931583,"Stuyvesant Heights",919000,"brooklyn",747.154471545,2946.4335920862
"400 East 17th Street #510",700,1,1,"Co-op",40.64120102,-73.96279907,"Ditmas Park",375000,"brooklyn",535.714285714,3867.31170598351
"930 40th Street",2600,4,6,"Multi-family",40.6446991,-73.99510193,"Borough Park",1350000,"brooklyn",519.230769231,1845.08631768911
"171 S Portland Avenue #2B",1519,2,3,"Condo",40.68429947,-73.97380066,"Fort Greene",2175000,"brooklyn",1431.86306781,1768.07494503655
"2777 E 64th Street",1324,1.5,3,"House",40.60570145,-73.91400146,"Mill Basin",635000,"brooklyn",479.607250755,2270.1227523522
"170 S 1st Street #4B",1454,2.5,3,"Condo",40.7132988,-73.96070099,"Williamsburg",2200000,"brooklyn",1513.06740028,344.893353439281
"180 Woodpoint Road #1L",1086,1,1,"Condo",40.71649933,-73.94229889,"Williamsburg",950000,"brooklyn",874.769797422,1322.92004498227
"276 Quincy Street",3200,1,6,"Multi-family",40.68690109,-73.95010376,"Bedford-Stuyvesant",2500000,"brooklyn",781.25,2388.97470970512
"1418 East 54th Street #X",560,2,3,"House",40.6230011,-73.92369843,"Flatlands",549000,"brooklyn",980.357142857,2302.68576316346
"319 Quincy Street",2634,3,5,"Multi-family",40.687444,-73.948014,"Bedford-Stuyvesant",1199000,"brooklyn",455.201214882,2408.86797504606
"542 3rd Street",4000,3,4,"Townhouse",40.66970062,-73.97750092,"Park Slope",4500000,"brooklyn",1125,2342.46112380412
"368 Gates Avenue #PH",1335,2,2,"Condo",40.68579865,-73.95179749,"Bedford-Stuyvesant",1299000,"brooklyn",973.033707865,2427.29390658702
"368 Gates Avenue #2",1151,2,2,"Condo",40.68579865,-73.95179749,"Bedford-Stuyvesant",999000,"brooklyn",867.940920938,2427.29390658702
"370 Gates Avenue #1",1600,1.5,1,"Condo",40.68600082,-73.9516983,"Bedford-Stuyvesant",1275000,"brooklyn",796.875,2413.74006403107
"720 East 31st Street #5A",500,1,1,"Co-op",40.63349915,-73.94709778,"Flatbush",165000,"brooklyn",330,4059.3780585255
"420 64th Street #7D",646,1,1,"Condo",40.637923,-74.020205,"Sunset Park",450000,"brooklyn",696.594427245,817.463754004841
"122 Oxford Street",2500,5,4,"House",40.5802002,-73.93830109,"Manhattan Beach",1699000,"brooklyn",679.6,385.156148976402
"6912 Avenue M",5076,3.5,4,"Multi-family",40.62369919,-73.91349792,"Bergen Beach",879000,"brooklyn",173.1678487,1566.37568107999
"610 Avenue Y",5655,5.5,7,"House",40.58879852,-73.96379852,"Sheepshead Bay",2999000,"brooklyn",530.32714412,1713.28104363056
"528 3rd Street",3720,4.5,7,"Multi-family",40.66989899,-73.97779846,"Park Slope",3800000,"brooklyn",1021.50537634,2316.67252148035
"200 Eldert Street",2700,3,7,"Multi-family",40.69010162,-73.90950012,"Bushwick",880000,"brooklyn",325.925925926,4264.10648119315
"519 Court Street",2700,3,2.5,"Multi-family",40.67499924,-73.99919891,"Carroll Gardens",2550000,"brooklyn",944.444444444,967.235770865619
"195 Adams Street #15H",769,1,1,"Co-op",40.69829941,-73.98770142,"Downtown Brooklyn",649000,"brooklyn",843.953185956,215.449484348507
"76 Jefferson Street #3A",950,2,2,"Condo",40.69879913,-73.93240356,"Bushwick",830000,"brooklyn",873.684210526,2573.42230998763
"141 N8th Street",7500,10,15,"Multi-family",40.71900177,-73.95760345,"Williamsburg",6900000,"brooklyn",920,316.665182921404
"130 Saint Edwards Street #15B",850,1,2,"Co-op",40.69200134,-73.97789764,"Fort Greene",660000,"brooklyn",776.470588235,1044.7634992089
"592 Alabama Avenue",1300,2,3,"Townhouse",40.66139984,-73.89640045,"East New York",399999,"brooklyn",307.691538462,2606.00640542549
"1649 East 21st Street",2540,4,6,"House",40.61270142,-73.95269775,"Midwood",950000,"brooklyn",374.015748031,3273.2607910312
"2475 West 16th Street #14D",1100,1,2,"Co-op",40.58679962,-73.98439789,"Gravesend",3e+05,"brooklyn",272.727272727,1039.61969040495
"533 Leonard #PHB",1356,2,2,"Condo",40.72320175,-73.94979858,"Greenpoint",2895000,"brooklyn",2134.95575221,696.949389769975
"10 Downing Street",2280,3,5,"Multi-family",40.6855011,-73.96150208,"Clinton Hill",2500000,"brooklyn",1096.49122807,2125.76171033588
"2944 West 5th Street #20R",1050,1.5,3,"Co-op",40.57740021,-73.97380066,"Coney Island",515000,"brooklyn",490.476190476,659.360909954922
"249 19th Street #1A",1405,1.5,1,"Condo",40.66239929,-73.99189758,"Greenwood",752525,"brooklyn",535.604982206,1619.08275200101
"316 East 93rd Street",3280,5,7,"Building",40.65819931,-73.92240143,"Brownsville",699000,"brooklyn",213.109756098,3438.13296455053
"443 Jerome",2000,3,6,"Multi-family",40.67089844,-73.88580322,"East New York",799999,"brooklyn",399.9995,3250.39545127649
"123 Chestnut Street",2027,3,7,"Multi-family",40.68510056,-73.87560272,"East New York",775000,"brooklyn",382.338431179,4357.73637668638
"85 North 3rd Street #405",1743,2,2,"Condo",40.71720123,-73.96230316,"Williamsburg",2195000,"brooklyn",1259.32300631,103.721752824617
"764 Liberty Avenue",2250,2,4,"Building",40.67630005,-73.88159943,"East New York",739000,"brooklyn",328.444444444,3672.84734869207
"2588 National Drive",2970,3,5,"House",40.60549927,-73.9036026,"Mill Basin",1390000,"brooklyn",468.013468013,1403.53347897568
"638 Cleveland Street",1338,2.5,4,"Multi-family",40.66880035,-73.8832016,"East New York",679000,"brooklyn",507.473841555,3000.69079928359
"505 2nd Street #4",2007,2.5,3,"Condo",40.67110062,-73.97779846,"Park Slope",3225000,"brooklyn",1606.87593423,2250.43764466502
"971 East 87th Street #206",1224,1.5,3,"Condo",40.63769913,-73.90640259,"Canarsie",359000,"brooklyn",293.300653595,1517.07778354049
"136 North 8th Street #1",1887,2.5,2,"Condo",40.71879959,-73.95819855,"Williamsburg",1750000,"brooklyn",927.397986222,288.738077855343
"30 Diamond Street",1700,2,4,"House",40.72389984,-73.94560242,"Greenpoint",1800000,"brooklyn",1058.82352941,989.143863043662
"2640 East 14th Street #4A",1147,2,2,"Condo",40.58679962,-73.95529938,"Sheepshead Bay",744000,"brooklyn",648.648648649,1411.3561327082
"2640 East 14th Street #3B",992,2,2,"Condo",40.58679962,-73.95529938,"Sheepshead Bay",585000,"brooklyn",589.717741935,1411.3561327082
"2640 East 14th Street #3A",992,2,2,"Condo",40.58679962,-73.95529938,"Sheepshead Bay",585000,"brooklyn",589.717741935,1411.3561327082
"2475 West 16th Street #2E",950,1,2,"Co-op",40.58679962,-73.98439789,"Gravesend",265000,"brooklyn",278.947368421,1039.61969040495
"2640 East 14th Street #2B",992,2,2,"Condo",40.58679962,-73.95529938,"Sheepshead Bay",605000,"brooklyn",609.879032258,1411.3561327082
"2746 East 28th Street #2A",1610,3,3,"Condo",40.58589935,-73.94129944,"Sheepshead Bay",679000,"brooklyn",421.739130435,894.689276635589
"2409 Ocean Avenue #5B",1526,2,3,"Condo",40.60279846,-73.9516983,"Madison",884000,"brooklyn",579.292267366,2359.12703066455
"90 Furman Street #N107",2208,2.5,3,"Condo",40.702145,-73.995251,"Brooklyn Heights",3400000,"brooklyn",1539.85507246,350.022971118468
"12421 Flatlands Avenue #5B",666,1,1,"Condo",40.65769958,-73.8769989,"New Lots",231000,"brooklyn",346.846846847,1827.29852959543
"360 Furman Street #1118",1493,2,2,"Condo",40.693485,-73.999665,"Brooklyn Heights",2198000,"brooklyn",1472.20361688,8.23784194777116
"78 South 3rd Street #2",1144,2,2,"Condo",40.71319962,-73.96489716,"Williamsburg",1450000,"brooklyn",1267.48251748,98.4543924080848
"500 Waverly Avenue #5B",1024,2,2,"Condo",40.68310165,-73.9661026,"Clinton Hill",1295000,"brooklyn",1264.6484375,2143.028552058
"1015 East 38th Street",976,2.5,5,"Multi-family",40.63050079,-73.93939972,"Northeast Flatbush",679000,"brooklyn",695.696721311,3480.2962465178
"462 Westminster Road",2504,2.5,6,"Townhouse",40.637509,-73.966828,"Ditmas Park",2385000,"brooklyn",952.476038339,3775.41933826614
"500 Waverly Avenue #PH2",1666,2,3,"Condo",40.68310165,-73.9661026,"Clinton Hill",2595000,"brooklyn",1557.62304922,2143.028552058
"2208 Avenue U",2480,3,3,"Building",40.59939957,-73.9489975,"Homecrest",1499000,"brooklyn",604.435483871,2009.61005714528
"280 Midwood Street",3120,2.5,5,"Multi-family",40.65980148,-73.95149994,"Prospect Lefferts Gardens",1449000,"brooklyn",464.423076923,4186.35953123631
"164 S Oxford Street #2B",1149,2,2,"Condo",40.68450165,-73.97360229,"Fort Greene",1399000,"brooklyn",1217.58050479,1760.8154675318
"360 Furman Street #405",1386,1,3,"Condo",40.693485,-73.999665,"Brooklyn Heights",1699000,"brooklyn",1225.82972583,8.23784194777116
"46 1st Place",5800,4.5,6,"Multi-family",40.68069839,-73.9992981,"Carroll Gardens",5500000,"brooklyn",948.275862069,648.259384408295
"404 Van Siclen Avenue",2000,4,6,"Multi-family",40.66960144,-73.88970184,"East New York",779000,"brooklyn",389.5,3203.7043489857
"225 Adams Street #1D",900,2,2,"Co-op",40.697429,-73.988221,"Downtown Brooklyn",799000,"brooklyn",887.777777778,261.284596990465
"538 Washington Avenue #4B",1263,2,3,"Condo",40.68270111,-73.96510315,"Clinton Hill",1550000,"brooklyn",1227.23673793,2209.25605241793
"958 Brooklyn Avenue",1482,1.5,2,"House",40.65029907,-73.94390106,"Northeast Flatbush",479000,"brooklyn",323.211875843,4136.0165970397
"3050 Brighton 1st Street",714,2,5,"Multi-family",40.57740021,-73.96730042,"Brighton Beach",689999,"brooklyn",966.385154062,585.111839784357
"762 Park Place #2D",1206,2,3,"Condo",40.6731987,-73.95240021,"Crown Heights",1040000,"brooklyn",862.354892206,3386.0051992984
"110 Warren Street B103B104",1293,2,2,"Condo",40.68849945,-73.99980164,"Columbia St Waterfront District",1595000,"brooklyn",1233.56535189,193.360245820632
"281 Cooper Street",2652,6.5,8,"Multi-family",40.69169998,-73.90390015,"Bushwick",1150000,"brooklyn",433.634992459,4538.23001019789
"46 North Henry Street #1R",1535,1.5,2,"Condo",40.72060013,-73.94249725,"Williamsburg",1425000,"brooklyn",928.338762215,1243.32848832261
"46 North Henry Street #3F",712,1,1,"Condo",40.72060013,-73.94249725,"Williamsburg",775000,"brooklyn",1088.48314607,1243.32848832261
"610 Warren Street #5A",1424,2.5,3,"Condo",40.68130112,-73.98120117,"Boerum Hill",2100000,"brooklyn",1474.71910112,1557.24606062023
"82 77th Street",1700,2,3,"House",40.63140106,-74.0345993,"Bay Ridge",1050000,"brooklyn",617.647058824,198.595613120843
"30 Main Street #8D",1494,2,1,"Condo",40.70299911,-73.9910965,"DUMBO",1795000,"brooklyn",1201.47255689,262.845559894265
"2485 Ocean Avenue #4A",1256,2,3,"Condo",40.60089874,-73.95149994,"Madison",816000,"brooklyn",649.681528662,2216.01201327824
"371 Parkside Avenue",3345,2.5,6,"Townhouse",40.65610123,-73.95749664,"Prospect Lefferts Gardens",2100000,"brooklyn",627.802690583,4091.02113134589
"535 Dean Street #809",1845,2,3,"Condo",40.6814003,-73.97170258,"Prospect Heights",1995000,"brooklyn",1081.30081301,2059.6454597054
"125 North 10th Street #S4D",1114,2,2,"Condo",40.72019958,-73.95649719,"Williamsburg",1365000,"brooklyn",1225.31418312,337.902081935138
"82 Sullivan Street",2290,2,4,"Townhouse",40.67770004,-74.01200104,"Red Hook",2380000,"brooklyn",1039.30131004,179.342714886601
"2060 East 15th Street",2362,3.5,6,"Multi-family",40.59960175,-73.95690155,"Homecrest",1098000,"brooklyn",464.860287892,2410.72788839748
"283 Monroe Street",3600,4,9,"Multi-family",40.68610001,-73.94709778,"Bedford-Stuyvesant",2300000,"brooklyn",638.888888889,2547.613587858
